정류소명,정류소아이디,총승차건수,총하차건수,승차건수(카드),하차건수(카드),승차건수(현금),일평균승하차건수
부개여자고등학교,40423,7214,5555,7210,5555,4,425
부개여자고등학교,40428,3490,5220,3490,5220,0,290
부개역,40222,1153,4341,1153,4341,0,183
부개역,40223,6718,3177,6704,3177,14,329
부개역,40256,32777,35026,32729,35026,48,2260
부개우체국,40458,8841,6750,8841,6750,0,519
부개종합시장,40504,8815,3337,8809,3337,6,405
부개주공2단지,40772,480,713,479,713,1,39
부개주공3단지,40479,2540,1167,2539,1167,1,123
부개주공3단지정문,40460,324,758,324,758,0,36
부개주공3단지후문,40500,3366,6150,3364,6150,2,317
부개주공6단지,40442,3806,2229,3804,2229,2,201
부개주공6단지,40459,3772,4021,3772,4021,0,259
부개주공7단지,40385,8713,3361,8713,3361,0,402
부개주공7단지,40387,3687,6103,3687,6103,0,326
부광여자고등학교,40471,459,1724,459,1724,0,72
부광초등학교,40434,1928,3959,1916,3959,12,196
부광초등학교,40440,5530,1897,5515,1897,15,247
부근삼거리,43586,635,49,629,49,6,22
부근삼거리,43652,65,498,63,498,2,18
부근삼거리,90403,0,23,0,23,0,0
부근삼거리,90404,9,11,9,11,0,0
부대아래,90106,14,10,14,10,0,0
부대아래,90107,11,1,11,1,0,0
부대앞,18392,183,9,183,9,0,6
부대앞,18397,4,87,4,87,0,3
부대앞,38594,87,348,87,348,0,14
부대앞,41321,187,457,187,457,0,21
부대앞,41322,321,975,321,975,0,43
부대앞,41531,45,156,45,156,0,6
부대앞,41532,115,110,115,110,0,7
부대앞,42342,496,828,496,828,0,44
부대앞,42343,223,446,223,446,0,22
부대앞,43435,40,43,40,43,0,2
부대앞,43787,114,43,114,43,0,5
부명고.순천향대학병원,55036,1814,6002,1814,6002,0,260
부원여중·동아아파트,40202,6018,2070,5991,2070,27,269
부원여중·동아아파트,40208,1307,4076,1287,4076,20,179
부원중학교,40181,26475,16512,26434,16512,41,1432
부원중학교,40789,13025,29639,13006,29639,19,1422
부일여자중학교,40123,14781,2314,14777,2314,4,569
부천IC,57023,2019,2489,2019,2489,0,150
부천IC,57025,3861,2141,3861,2141,0,200
부천시청역1번출구,55061,1981,524,1981,524,0,83
부천시청역2번출구.현대백화점.이마트,55054,15990,8144,15990,8144,0,804
부천시청역3번출구.경기예고.현대백화점,55057,6045,8317,6045,8317,0,478
부천시청역4번출구.현대백화점.경기예고,55059,8450,5385,8450,5385,0,461
부천시청역5번출구,55060,730,3695,730,3695,0,147
부천실내체육관,55075,1000,1950,1000,1950,0,98
부천오정물류단지(중),57042,508,1229,508,1229,0,57
부천오정물류단지(중),57043,665,902,665,902,0,52
부천자동차검사소,57017,834,1262,834,1262,0,69
부천자동차검사소,57041,974,1548,974,1548,0,84
부천터미널소풍,55051,3143,8010,3143,8010,0,371
부천테크노파크1.2단지,57001,1436,2244,1436,2244,0,122
부천테크노파크1단지,57003,2170,1887,2170,1887,0,135
부평2동행정복지센터,40744,202,1203,202,1203,0,46
부평4동성당,40377,3977,2739,3977,2739,0,223
부평4동성당,40922,3569,2748,3569,2748,0,210
부평6동우체국,40186,1024,399,1013,399,11,47
부평6동행정복지센터,40906,5798,307,5797,307,1,203
부평LH1(2)단지,40160,5998,7533,5991,7533,7,451
부평LH1(2)단지,40161,5235,4310,5222,4310,13,318
부평SKVIEW해모로아파트,40282,1320,1292,1320,1292,0,87
부평SKVIEW해모로아파트,40285,1421,1045,1421,1045,0,82
부평감리교회,40148,1385,412,1385,412,0,59
부평경찰서,40468,45786,17012,45781,17012,5,2093
부평경찰서,40794,14885,39974,14884,39974,1,1828
부평구보건소,40372,5653,1892,5653,1892,0,251
부평구보건소,40373,2280,6565,2280,6565,0,294
부평구보건소,40858,2236,2096,2236,2096,0,144
부평구보건소,40890,2706,4190,2706,4190,0,229
부평구자활센터,40651,15935,1913,15935,1913,0,594
부평구자활센터,40658,450,9819,450,9819,0,342
부평구청,40462,35711,27697,35711,27697,0,2113
부평구청,40482,6104,4805,6103,4805,1,363
부평구청,40484,4931,5017,4925,5017,6,331
부평구청,40492,5112,16812,5106,16812,6,730
부평구청·부평세무서,40451,28764,36031,28757,36031,7,2159
부평구청역,40841,20424,5384,20420,5384,4,860
부평기적의도서관,40497,5437,4078,5433,4078,4,317
부평기적의도서관.삼부한신아파트,40490,3523,2894,3523,2894,0,213
부평남부역,40169,3617,5121,3617,5121,0,291
부평남부역입구,40170,6379,2707,6379,2707,0,302
부평남초등학교,40141,2707,2343,2707,2343,0,168
부평남초등학교앞,40136,2584,3163,2584,3163,0,191
부평농장,39772,149,691,149,691,0,28
부평농장사무소,39483,1308,2024,1308,2024,0,111
부평농장의원입구,39494,211,396,211,396,0,20
부평도서관,40082,4662,4331,4662,4331,0,299
부평도서관,40084,2783,5295,2781,5295,2,269
부평동중,40406,2488,2695,2488,2695,0,172
부평동중,55009,3186,2449,3185,2449,1,187
부평래미안아파트,40437,2654,3614,2654,3614,0,208
부평래미안아파트,40438,5644,2343,5644,2343,0,266
부평북초등학교,40656,727,424,727,424,0,38
부평북초등학교,40657,529,2537,529,2537,0,102
부평사거리,40073,2608,5614,2604,5614,4,274
부평사거리,40074,12338,7808,12333,7808,5,671
부평사거리,40887,1479,5691,1476,5691,3,239
부평삼거리,39489,10987,8956,10983,8956,4,664
부평삼거리역,39491,3776,1823,3776,1823,0,186
부평삼거리역,40066,10213,9290,10210,9290,3,650
부평샬레아파트(세일고등학교),40260,1380,7806,1380,7806,0,306
부평샬레아파트(세일고등학교),40263,5220,1901,5219,1901,1,237
부평서중,40092,664,648,664,648,0,43
부평서중,40095,504,690,504,690,0,39
부평시장,40262,56399,28587,56377,28587,22,2832
부평시장,40264,23384,36460,23371,36460,13,1994
부평시장,40265,12668,7113,12656,7113,12,659
부평시장,40283,16577,10807,16572,10807,5,912
부평시장,40290,9978,8269,9970,8269,8,608
부평시장(가구의거리),40295,27080,25599,27015,25599,65,1755
부평시장(가구의거리),40296,30258,10149,30221,10149,37,1346
부평시장(당약국),40303,1119,1334,1119,1334,0,81
부평시장(용갈비),40344,6184,538,6184,538,0,224
부평시장(한남프라자),40259,15212,10539,15176,10539,36,858
부평시장(한라비발디),40328,6554,2698,6534,2698,20,308
부평시장(한라비발디),40336,9835,17355,9823,17355,12,906
부평시장역,40361,18535,48987,18520,48987,15,2250
부평시장역(부평대로우체국),40368,34613,14953,34590,14953,23,1652
부평시장입구,40288,5018,8899,4988,8899,30,463
부평시장입구(2번출구),40309,8449,10930,8439,10930,10,645
부평아트센터,40078,2484,1160,2484,1160,0,121
부평아트센터,40709,1246,3503,1246,3503,0,158
부평여자고등학교,40365,4061,1112,4061,1112,0,172
부평여자고등학교,40410,4417,6824,4411,6824,6,374
부평여자고등학교,40793,7801,7459,7800,7459,1,508
부평여자중학교,40342,262,553,262,553,0,27
부평여자중학교,40726,356,365,356,365,0,24
부평역,40190,10385,43836,10380,43836,5,1807
부평역,40209,39834,34122,39816,34122,18,2465
부평역,40226,25047,18141,25047,18141,0,1439
부평역,40228,38599,36655,38587,36655,12,2508
부평역,40234,16910,40497,16900,40497,10,1913
부평역,40237,14099,5767,14088,5767,11,662
부평역,40239,8237,9376,8237,9376,0,587
부평역,40927,17235,17110,17191,17110,44,1144
부평역(12번출구),40781,34068,70130,34045,70130,23,3473
부평역(27번출구),40224,35703,7275,35611,7275,92,1432
부평역(CU편의점),40192,35143,3931,35118,3931,25,1302
부평역(대한극장),40196,14578,52787,14572,52787,6,2245
부평역(로터스프라자),40246,20044,25146,20036,25146,8,1506
부평역(북인천우체국),40197,48237,32387,48216,32387,21,2687
부평역사박물관,40597,317,601,317,601,0,30
부평역사박물관,40609,943,226,943,226,0,38
부평역사박물관,40798,564,166,564,166,0,24
부평역화성파크드림아파트,40804,1116,3985,1108,3985,8,170
부평역화성파크드림아파트,40805,5139,1420,5136,1420,3,218
부평우체국,40430,4153,5330,4152,5330,1,316
부평우체국,40432,7036,4310,7036,4310,0,378
부평우체국,40443,318,213,318,213,0,17
부평윤산부인과,40478,426,440,426,440,0,28
부평윤산부인과,40768,252,1559,252,1559,0,60
부평자이,40871,89,973,89,973,0,35
부평정수장,40647,1859,3404,1853,3404,6,175
부평제이타워3차지식산업센터,40644,3997,2551,3997,2551,0,218
부평중앙침례교회,40481,153,992,153,992,0,38
부평중학교,40402,4041,3729,4041,3729,0,259
부평중학교,40416,3276,4157,3276,4157,0,247
부평캐슬앤더샵퍼스트,40931,601,9829,601,9829,0,347
부평코오롱아파트106동,40404,845,952,845,952,0,59
부평코오롱하늘채아파트,40357,605,623,605,623,0,40
부평코오롱하늘채아파트,40360,1155,796,1155,796,0,65
부평테크노타워,40615,1552,1419,1549,1419,3,99
부평테크노타워,40616,2301,3399,2299,3399,2,190
부현동초등학교,41175,9476,3987,9458,3987,18,448
부흥로터리,40412,1626,2101,1626,2101,0,124
부흥오거리(부흥아파트),40392,5732,5744,5717,5744,15,382
부흥오거리(부흥아파트),40394,6649,4037,6642,4037,7,356
부흥오거리(소망병원),40374,5303,8674,5293,8674,10,465
부흥오거리(소망병원),40375,13529,9644,13516,9644,13,772
부흥초교,40302,7976,1548,7954,1548,22,317
부흥초등학교,40299,3518,7685,3499,7685,19,373
부흥초등학교,40304,11811,5906,11811,5906,0,590
부흥초등학교·굿케어요양병원,40878,3900,5591,3900,5591,0,316
북구도서관,40469,3302,3166,3302,3166,0,215
북동삼거리,62001,476,68,476,68,0,18
북동삼거리,62002,70,519,70,519,0,19
북변환승센터.구터미널,80080,545,79,545,79,0,20
북변환승센터.구터미널,80081,2,174,2,174,0,5
북성교회,43744,36,24,34,24,2,2
북성교회,43764,16,15,16,15,0,1
북성마을,43136,130,3,130,3,0,4
북성마을,43528,10,77,10,77,0,2
북인천여자중학교,41007,6265,4938,6262,4938,3,373
북인천여자중학교,41008,5454,6513,5448,6513,6,398
북인천여자중학교,41015,761,13844,761,13844,0,486
북인천여자중학교,41016,7844,311,7819,311,25,271
북항다목적부두,89208,65,1855,65,1855,0,64
북항다목적부두,89209,2127,139,2127,139,0,75
북항배후단지입구,89343,14,614,14,614,0,20
북항배후로입구,89414,5,35,5,35,0,1
북항사업소,89210,6,1362,6,1362,0,45
북항사업소,89211,1133,55,1133,55,0,39
북항입구,89304,382,2081,381,2081,1,82
북항입구,89305,2320,267,2317,267,3,86
분오리어판장,43406,53,32,53,32,0,2
분오리어판장,43495,2,94,2,94,0,3
분오저수지,43493,4,19,4,19,0,0
분오저수지,43509,18,0,18,0,0,0
불로대곡동행정복지센터,42497,997,1150,990,1150,7,71
불로대곡동행정복지센터,42498,1220,2364,1220,2364,0,119
불로중학교,42648,433,870,433,870,0,43
불로중학교,42652,516,726,515,726,1,41
불은면주민센터,43035,676,533,667,533,9,40
불은초등학교,43293,51,0,49,0,2,1
불은초등학교,43530,2,48,2,48,0,1
불은파출소,43036,640,777,633,777,7,47
붉은노리삼거리,44112,167,261,159,261,8,14
붉은노리삼거리,44173,7,0,7,0,0,0
뷰티풀파크관리공단,42805,46,1,46,1,0,1
뷰티풀파크관리공단,42806,0,56,0,56,0,1
뷰티풀파크버스공영차고지,42803,18,1405,9,1405,9,47
뷰티풀파크버스공영차고지,42804,2338,18,2319,18,19,78
브라운스톤.엠코타운아파트,40659,13655,17438,13655,17438,0,1036
블루오션골프클럽(앰코코리아),39879,15,930,15,930,0,31
비류마을,38261,2045,1739,2045,1739,0,126
비선삼거리,43113,0,7,0,7,0,0
비선삼거리,43114,14,2,14,2,0,0
비선삼거리,43547,178,347,176,347,2,17
비선삼거리,43596,270,131,264,131,6,13
비재고개,35420,364,115,364,115,0,15
비재고개,35421,127,330,127,330,0,15
비전교회,44200,13,23,13,23,0,1
비젼교회,40171,3372,2284,3372,2284,0,188
빈정공원,42571,2140,896,2140,896,0,101
빈정공원,42670,442,841,442,841,0,42
빈정내사거리,42327,1564,2930,1564,2930,0,149
빈정내사거리,42329,856,697,856,697,0,51
사랑마을벽산.선경.삼익아파트,55030,1849,1350,1849,1350,0,106
사리울삼거리,39128,3852,5644,3850,5644,2,316
사리울삼거리,39131,3581,2565,3579,2565,2,204
사리울중학교,39838,1736,4507,1736,4507,0,208
사리울중학교,39924,5849,1512,5849,1512,0,245
사리울초등학교후문,39713,4595,718,4594,718,1,177
사슴농장,43531,69,0,64,0,5,2
사슴농장,43866,1,41,1,41,0,1
사시미재,35731,126,25,121,25,5,5
사시미재,35732,6,211,6,211,0,7
사업.행정지원센터,35607,548,2,548,2,0,18
사업.행정지원센터,35608,7,493,7,493,0,16
사우고.김포고(걸포사거리방면),80064,7,1053,7,1053,0,35
사우고.김포시청,80024,173,2563,173,2563,0,91
사우고교.김포시청(직행),80377,947,106,947,106,0,35
사우역.김포고,35246,3269,766,3269,766,0,134
사우역.김포고(김포초교방면),80380,1572,2493,1572,2493,0,135
사원아파트입구,42777,88,75,87,75,1,5
사일로벽화,35163,31,3167,31,3167,0,106
사일로벽화,35167,1129,189,1129,189,0,43
사정,90426,26,26,26,26,0,1
사조해표,42019,1529,1788,1528,1788,1,110
사조해표,42020,856,1688,856,1688,0,84
사직(해나무),43416,6,55,6,55,0,2
사직(해나무),43797,86,6,86,6,0,3
사촌,43597,94,0,90,0,4,3
사촌,43785,0,30,0,30,0,1
삭은다리한국지엠,40524,285,2707,285,2707,0,99
삭은다리한국지엠,40525,3590,1901,3586,1901,4,183
산곡3동행정복지센터,40156,3327,598,3327,598,0,130
산곡교회,40383,7997,3045,7977,3045,20,368
산곡남초등학교,40227,1120,47,1120,47,0,38
산곡동입구(롯데마트),40779,144,1541,143,1541,1,56
산곡동입구(롯데마트),40785,11852,19851,11838,19851,14,1056
산곡동주안빌딩,40313,12923,2480,12899,2480,24,513
산곡동천주교회,40473,28772,15840,28756,15840,16,1487
산곡동천주교회,40476,11184,29955,11166,29955,18,1371
산곡여자중학교,40198,7848,8159,7848,8159,0,533
산곡여자중학교,40203,2774,4410,2774,4410,0,239
산곡여자중학교,40215,57,1475,57,1475,0,51
산곡여자중학교,40216,4227,93,4227,93,0,144
산곡여자중학교(마장로삼거리),40911,851,1432,839,1432,12,76
산곡역(1번출구),40420,5958,25277,5958,25277,0,1041
산곡역(3번출구),40856,10817,5196,10814,5196,3,533
산곡역(6번출구),40429,7823,23126,7816,23126,7,1031
산곡역(7번출구),40425,58064,35269,58052,35269,12,3111
산곡중학교,40320,622,133,622,133,0,25
산곡중학교,40322,122,1044,122,1044,0,38
산곡한양7차,40354,208,8829,200,8829,8,301
산뒤,43235,8,161,8,161,0,5
산뒤,43887,151,29,149,29,2,6
산림조합앞,90234,18,42,17,42,1,2
산림조합앞,90235,28,126,27,126,1,5
산마루집,41497,23,34,23,34,0,1
산마루집,41513,34,0,34,0,0,1
산마을고등학교,43116,0,6,0,6,0,0
산마을고등학교,43599,70,4,70,4,0,2
산문입구,43107,154,177,154,177,0,11
산문입구,43286,208,209,208,209,0,13
산문입구,43899,21,4,20,4,1,0
산문종점,43154,121,134,117,134,4,8
산애들애,43143,4,5,4,5,0,0
산애들애,43492,13,0,13,0,0,0
산업단지사거리,36095,72,4153,72,4153,0,140
산업단지사거리,37460,5505,300,5504,300,1,193
산업용품센타,42524,5339,405,5334,405,5,191
산업용품센타,42525,39,2554,39,2554,0,86
산업용품유통센타23동,36096,310,1842,310,1842,0,71
산업용품유통센타31동,36097,147,1879,147,1879,0,67
산업용품유통센타39동,36099,330,1990,330,1990,0,77
산업용품유통센터,36156,566,60,565,60,1,20
산업용품유통센터1동,36146,2292,354,2291,354,1,88
산업용품유통센터39동,36157,21,7,17,7,4,0
산업용품유통센터C동,36101,1879,8,1879,8,0,62
산우리고개,43337,2,26,2,26,0,0
산우리고개,43850,40,14,40,14,0,1
산음입구,80004,8,427,6,427,2,14
산음입구,80005,142,17,138,17,4,5
산촌마을,43217,7,0,7,0,0,0
산촌마을,43308,26,12,26,12,0,1
산호아파트앞,80059,1310,170,1310,170,0,49
산화고개,43271,163,10,159,10,4,5
산화고개,43388,15,230,14,230,1,8
삼덕아파트,37403,608,766,608,766,0,45
삼덕아파트,37404,495,896,495,896,0,46
삼동암리마을회관,43169,1,22,1,22,0,0
삼동암리마을회관,43227,56,5,54,5,2,2
삼두2차아파트,36051,4209,1007,4187,1007,22,173
삼라마이다스아파트,89317,277,7,274,7,3,9
삼라마이다스아파트,89323,5,118,5,118,0,4
삼목사거리,35088,5,42,5,42,0,1
삼목선착장,35311,709,1705,709,1705,0,80
삼목선착장(운서역행),35077,2985,705,2985,705,0,123
삼목선착장입구,35058,1,29,1,29,0,1
삼목선착장입구,35059,0,5,0,5,0,0
삼목초등학교,35310,1673,1422,1673,1422,0,103
삼목초등학교,35341,2685,1988,2685,1988,0,155
삼미시장,25915,3397,609,3397,609,0,133
삼미시장,70172,552,3539,552,3539,0,136
삼미타운.e편한세상아파트,40172,4713,5485,4703,5485,10,339
삼보새마을금고,40796,8378,767,8378,767,0,304
삼보아파트,40298,2778,139,2778,139,0,97
삼보아파트,40308,12385,4314,12380,4314,5,556
삼보아파트,40677,7523,462,7523,462,0,266
삼보아파트,40679,497,7007,497,7007,0,250
삼보아파트,40786,4973,18836,4970,18836,3,793
삼보아파트,42350,2896,5498,2896,5498,0,279
삼보아파트,42351,6529,1922,6529,1922,0,281
삼보아파트(계양구청),41205,4604,8274,4597,8274,7,429
삼산경찰서,40584,1247,3154,1247,3154,0,146
삼산경찰서,40766,1736,2916,1736,2916,0,155
삼산고등학교(미래타운3단지),40689,11589,2212,11589,2212,0,460
삼산고등학교(미래타운4단지),40686,4822,9028,4822,9028,0,461
삼산군립어린이집,90171,14,10,14,10,0,0
삼산군립어린이집,90172,13,13,13,13,0,0
삼산글로리병원,40527,7781,6516,7776,6516,5,476
삼산농산물시장,40687,1770,5239,1770,5239,0,233
삼산동차고지,40830,139,49,139,49,0,6
삼산면사무소,90149,11,46,11,46,0,1
삼산면사무소,90150,115,54,114,54,1,5
삼산사거리,40638,5640,10300,5640,10300,0,531
삼산사거리,40690,2955,888,2955,888,0,128
삼산사거리,40691,7363,4336,7363,4336,0,389
삼산사거리,40924,347,2377,347,2377,0,90
삼산사거리(한국아파트),40646,4014,12730,4014,12730,0,558
삼산사거리.한국아파트,40645,6311,1935,6311,1935,0,274
삼산새마을금고,40668,709,8572,709,8572,0,309
삼산서해그랑블,40589,1360,2139,1360,2139,0,116
삼산서해아파트,40613,2735,773,2735,773,0,116
삼산월드체육관,40532,8613,2715,8609,2715,4,377
삼산월드체육관,40535,1678,1210,1678,1210,0,96
삼산월드체육관,40543,57,4692,57,4692,0,158
삼산월드체육관,40571,1860,2400,1860,2400,0,142
삼산월드체육관(삼산주공6단지),40802,1022,2239,1022,2239,0,108
삼산저수지앞,90245,25,2,25,2,0,0
